0,1,2,3,4,template
0.75,1,0,1,,Riesgo hasta {B1_stop}. Nuevo riesgo de {B3_start}. {level_max_val}.
0.75,1,0.75,0,,El riesgo se vuelve máximo {B1_period}. {B1_val}. Fin del riesgo {B2_stop}.
0.75,1,0.75,1,,Riesgo durante todo el período. {level_max_val}.
1,0,0.75,0,,Riesgo hasta {B0_stop}. {B0_val}. Nuevo riesgo {B2_period}. {B2_val}.
1,0,0.75,1,,Riesgo hasta {B0_stop}. Nuevo riesgo de {B2_start}. {level_max_val}.
1,0,1,0,,Riesgo hasta {B0_stop}. Nuevo riesgo {B2_period}. {level_max_val}.
1,0,1,0.75,,Riesgo hasta {B0_stop}. Nuevo riesgo de {B2_start}. {level_max_val}.
1,0.75,0,0.75,,El riesgo disminuye hasta {B1_stop}. {B0_val}. Nuevo riesgo {B3_start}. {B3_val}.
1,0.75,0,1,,El riesgo disminuye hasta {B1_stop}. Nuevo riesgo {B3_start}. {level_max_val}.
1,0.75,1,0,,Riesgo hasta {B2_stop}. {level_max_val}.
1,0.75,1,0.75,,Riesgo durante todo el período. {level_max_val}.
0,0.75,0,0.75,0,Riesgo {B1_period}. {B1_val}. Nuevo riesgo {B3_period}. {B3_val}.
0,0.75,0,0.75,1,Riesgo {B1_period}. {B1_val}. Nuevo riesgo de {B3_start}. {B4_val}.
0,0.75,0,1,0,Riesgo {B1_period}. {B1_val}. Nuevo riesgo {B3_period}. {B3_val}.
0,0.75,0,1,0.75,Riesgo {B1_period}. {B1_val}. Nuevo riesgo de {B3_start}. {B3_val}.
0,0.75,1,0,0.75,Riesgo desde {B1_start} hasta {B2_stop}. {B2_val}. Nuevo riesgo de {B4_start}. {B4_val}.
0,0.75,1,0,1,Riesgo desde {B1_start} hasta {B2_stop}. {B2_val}. Nuevo riesgo de {B4_start}. {B4_val}.
0,0.75,1,0.75,0,Riesgo desde {B1_start} hasta {B3_stop}. {B2_val}.
0,0.75,1,0.75,1,Riesgo de {B1_start}. {level_max_val}.
0,1,0,0.75,0,Riesgo {B1_period}. {B1_val}. Nuevo riesgo {B3_period}. {B3_val}.
0,1,0,0.75,1,Riesgo {B1_period} y desde {B3_start}. {level_max_val}.
0,1,0,1,0,Riesgo {B1_period}. {B1_val}. Nuevo riesgo {B3_period}. {B3_val}.
0,1,0,1,0.75,Riesgo {B1_period} y desde {B3_start}. {level_max_val}.
0,1,0.75,0,0.75,Riesgo desde {B1_start} hasta {B2_stop}. {B1_val}. Nuevo riesgo de {B4_start}. {B4_val}.
0,1,0.75,0,1,Riesgo desde {B1_start} hasta {B2_stop}. {B1_val}. Nuevo riesgo de {B4_start}. {B4_val}.
0,1,0.75,1,0,Riesgo desde {B1_start} hasta {B3_stop}. {level_max_val}.
0,1,0.75,1,0.75,Riesgo de {B1_start}. {level_max_val}.
0.75,0,0.75,0,0.75,Riesgo en la zona. {level_int_val}.
0.75,0,0.75,0,1,Riesgo en la zona. {B4_val}.
0.75,0,0.75,1,0,Riesgo hasta {B0_stop}. {B0_val}. Nuevo riesgo de {B2_start} a {B3_stop}. {B3_val}.
0.75,0,0.75,1,0.75,Riesgo hasta {B0_stop}. {B0_val}. Nuevo riesgo de {B2_start}. {B3_val}.
0.75,0,1,0,0.75,Riesgo durante el período. Riesgo máximo {B2_period}. {B2_val}.
0.75,0,1,0,1,Riesgo durante el período. {level_max_val}.
0.75,0,1,0.75,0,Riesgo hasta {B0_stop}. {B0_val}. Nuevo riesgo de {B2_start} a {B3_stop}. {B2_val}.
0.75,0,1,0.75,1,Riesgo hasta {B0_stop}. {B0_val}. Nuevo riesgo de {B2_start}. {level_max_val}.
0.75,1,0,0.75,0,Riesgo hasta {B1_stop}. {B1_val}. Nuevo riesgo {B3_period}. {B3_val}.
0.75,1,0,0.75,1,Riesgo hasta {B1_stop}. {B1_val}. Nuevo riesgo de {B3_start}. {B4_val}.
0.75,1,0,1,0,Riesgo hasta {B1_stop}. {B1_val}. Nuevo riesgo {B3_period}. {B3_val}.
0.75,1,0,1,0.75,Riesgo hasta {B1_stop}. {B1_val}. Nuevo riesgo de {B3_start}. {B3_val}.
0.75,1,0.75,0,0.75,"Riesgo hasta {B2_stop}. {B1_val}. Nuevo riesgo, de {B4_start}. {B4_val}."
0.75,1,0.75,0,1,Riesgo hasta {B2_stop}. {B1_val}. Nuevo riesgo de {B4_start}. {B4_val}.
0.75,1,0.75,1,0,Riesgo hasta {B3_stop}. {level_max_val}.
0.75,1,0.75,1,0.75,Riesgo durante todo el periodo de seguimiento. {level_max_val}.
1,0,0.75,0,0.75,Riesgo durante el período. {B0_val}.
1,0,0.75,0,1,Riesgo durante el período. {level_max_val}.
1,0,0.75,1,0,Riesgo hasta {B0_stop}. Nuevo riesgo de {B2_start} a {B3_stop}. {level_max_val}.
1,0,0.75,1,0.75,Riesgo hasta {B0_stop}. Nuevo riesgo de {B2_start}. {level_max_val}.
1,0,1,0,0.75,Riesgo durante el período. {level_max_val}.
1,0,1,0,1,Riesgo durante el período. {level_max_val}.
1,0,1,0.75,0,Riesgo hasta {B0_stop}. {B0_val}. Nuevo riesgo de {B2_start} a {B3_stop}. {B2_val}.
1,0,1,0.75,1,Riesgo hasta {B0_stop}. Nuevo riesgo de {B2_start}. {level_max_val}.
1,0.75,0,0.75,0,Riesgo hasta {B1_stop}. {B0_val}. Nuevo riesgo {B3_period}. {B3_val}.
1,0.75,0,0.75,1,Riesgo hasta {B1_stop}. {B0_val}. Nuevo riesgo de {B3_start}. {B4_val}.
1,0.75,0,1,0,Riesgo hasta {B1_stop}. {B0_val}. Nuevo riesgo {B3_period}. {B3_val}.
1,0.75,0,1,0.75,Riesgo hasta {B1_stop}. {B0_val}. Nuevo riesgo de {B3_start}. {B3_val}.
1,0.75,1,0,0.75,Riesgo hasta {B2_stop}. {level_max_val}. Nuevo riesgo de {B4_start}. {B4_val}.
1,0.75,1,0,1,Riesgo hasta {B2_stop}. Nuevo riesgo de {B4_start}. {level_max_val}.
1,0.75,1,0.75,0,Riesgo hasta {B3_stop}. {level_max_val}.
1,0.75,1,0.75,1,Riesgo durante todo el periodo de seguimiento. {level_max_val}.
